"","song_id","title","release","artist_name","year"
"583458","SOSXUCI12A8C130984","Rainbow","Thicker Than Water","Jack Johnson / G. Love",2003
"583459","SOSZRZQ12AF729EFB4","Closer To The Sun","Winter Tour '05 - '06","Slightly Stoopid",2005
"583460","SOXHHKU12A8C1386B7","Itkupilli (2001 Digital Remaster)","Kasvukipuja","Neljä Ruusua",1987
"583461","SOXKVVO12A8C13FC42","You And The Night And The Music","Pointless Nostalgic","Jamie Cullum",0
"583462","SOYIJIL12A6701F1C1","Posters","Brushfire Fairytales","Jack Johnson",2000
"619306","SOAJNYK12AF729F33B","Keep It Loose_ Keep It Tight","Amos Lee","Amos Lee",2005
"619307","SOBDVAK12AC90759A2","Daisy And Prudence","Distillation","Erin McKeown",2000
"619308","SOBWKJK12AB017E055","Mourning Dove","The Grascals","The Grascals",2005
"619309","SOCFJWH12A8C13A103","Detlef Schrempf (Album)","Cease to Begin","Band Of Horses",2007
"619310","SODGGNI12AB017E090","Me And John And Paul","The Grascals","The Grascals",2005
"619311","SOELMZO12AB0189218","Say_ Say","Passion: Awakening (Special Edition)","Kristian Stanfill",0
"619312","SOEQJBS12A8AE475A4","The Funeral (Album Version)","The Road Mix: Music From The Television Series One Tree Hill Vol. 3","Band Of Horses",0
"619313","SOFBFVG12A6D4F61A7","Trouble (Album Version)","Trouble","Ray LaMontagne",2004
"619314","SOHASBP12A8C13C3EE","The Wolves (Act I and II)","For Emma_ Forever Ago","Bon Iver",2007
"619315","SOHHJTA12A8C141725","The Twist","I Feel Better","Frightened Rabbit",2008
"619316","SOHXBIC12AAF3B459D","I Still Care For You","Gossip in The Grain","Ray LaMontagne",2008
"619317","SOJCGNS12AB0185539","Better Days To Come","Finding The Way","Lonesome River Band",0
"619318","SOKKJDW12A6D4F61AC","Hannah","Trouble","Ray LaMontagne",2004
"619319","SOKQYVG12A58A75445","Wayfaring Stranger","Cold On The Shoulder","Tony Rice",2008
"619320","SOKUECJ12A6D4F6129","Somebody Told Me","Hot Fuss","The Killers",2004
"619321","SOKVWPJ12AB0182F08","Viva Las Vegas","The Grascals","The Grascals",2005
"619322","SOKYVVZ12A8C13CC1F","World Spins Madly On","Because I Said So (OST)","The Weepies",2006
"619323","SOLEWHB12AB01831B3","Art Isn't Real (City Of Sin)","War Elephant","Deer Tick",2007
"619324","SOLJNZQ12A8C1440E0","Black Jack County Chains","By Request","The Del McCoury Band",0
"619325","SOLLIRG12B35055B4C","Healing Is In Your Hands","Passion: Awakening (Special Edition)","Christy Nockels",2010
"619326","SOMSKIL12AF729AEB0","Hold You In My Arms","Trouble","Ray LaMontagne",2004
"619327","SOOECND12A8C13A0EA","No One's Gonna Love You (Album)","Cease to Begin","Band Of Horses",2007
"619328","SOOEXHQ12AB0182BC5","Acadian Coast","Hell Train","Soltero",0
"619329","SOPCQRT12A8C13B15D","How It Ends (Album version)","How It Ends","Devotchka",2004
"619330","SOPQLBY12A6310E992","Creep (Explicit)","Pablo Honey","Radiohead",1993
"619331","SOPTEME12A58A789A4","Children_ Go Where I Send Thee","Masters Of The Banjo","Ralph Stanley",0
"619332","SOQMUGW12AF72A8B9B","Till You Return To Me","Next Exit","GROVER WASHINGTON_ JR.",0
"619333","SORLVZE12A67ADBF3C","Heretics","Heretics","Andrew Bird",2007
"619334","SORXLUH12AB01812A4","Katy Daley","One Step Forward","Lonesome River Band",2007
"619335","SORXMNW12A58A7D198","Fear","Come Back To The Five And Dime_ Bobby Dee Bobby Dee","Benjy Ferree",2009
"619336","SORYLNP12A8C13C3E7","Lump Sum","For Emma_ Forever Ago","Bon Iver",2007
"619337","SOSHAER12AC3DF80F7","Arms Of A Woman","The History of Blue Note_ 70th Anniversary","Amos Lee",2005
"619338","SOSPNEM12AF729CD34","Colors","Amos Lee","Amos Lee",2005
"619339","SOSTPEJ12AB017F9A5","Fiddlin' Bill","Americana Master Series : Best of the Sugar Hill Years","The Nashville Bluegrass Band",1998
"619340","SOTBARM12B0B80BB67","Till The Sun turns Black","Till The Sun Turns Black","Ray LaMontagne",2006
"619341","SOTGHQR12A8C1406C5","Coda","A Cork Tale Wake","Chris Bathgate",2006
"619342","SOUGDBK12AAA8C856A","Better Days","Last Days At The Lodge","Amos Lee",2008
"619343","SOUTHYF12A8C13C97F","July Jones","Electric Version","The New Pornographers",2003
"619344","SOVDHBN12A6D4F61AF","All The Wild Horses","Trouble","Ray LaMontagne",2002
"619345","SOWDKXZ12A81C22377","Cherbourg","The Flying Club Cup","Beirut",2007
"619346","SOWSZBE12AB01830DE","The Legionnaire's Lament","Castaways and Cutouts","The Decemberists",2002
"619347","SOYHMGY12AB0181285","Sorry County Blues","One Step Forward","Lonesome River Band",0
"619348","SOZPKWA12A8C13CBBD","Be Good Or Be Gone","The End Of History","Fionn Regan",2006
"638572","SOBHBKJ12A6D4F9D00","Love","Aijuswannasing","Musiq",2000
"638573","SOCFHXV12AB018DB2A","Désolé","Désolé","Sexion d'Assaut",2010
"638574","SODFUZR12AB017F927","Love vs. Money","Love Vs Money","The-Dream",2009
"638575","SOFESOS12A6D4F7799","Miss Your Touch (Album Version)","Cassie","Cassie",2006
"638576","SOHQGIA12A8C1425E3","Love The Way You Love Me","Doll Domination","The Pussycat Dolls",2008
"638577","SOJEORL12AB0189A8B","Wat and See","Time Bomb","Iration",0
"638578","SOKICUR12AB017F936","Right Side Of My Brain","Love Vs Money","The-Dream",2009
"638579","SOMOFOP12AB01825DD","Until The End Of Time","Until The End Of Time - Duet with Beyonce","Justin Timberlake duet with Beyonce",2006
"638580","SOMOFOP12AB01825DD","Until The End Of Time","Summer Love/Until The End Of Time Duet With Beyonce","Justin Timberlake duet with Beyonce",2006
"638581","SOMOSXL12A6701E5DC","Turn Your Lights Down Low","The Best Man - Music From The Motion Picture","Lauryn Hill;Bob Marley",0
"638582","SONBBIE12A8C140C39","I'll Be Lovin' U Long Time","E=MC²","Mariah Carey",2008
"638583","SONXPIN12A6D4FBDFB","Hate On Me","The Real Thing Words & Sounds Vol 3 Deluxe Edition","Jill Scott",2007
"638584","SOPMDSY12AF72A0C6F","In Person","Doll Domination 3.0","The Pussycat Dolls",2008
"638585","SOQUARI12A67ADA92C","Hidden Agenda","Greatest Hits","Craig David",2002
"638586","SORALYQ12A8151BA99","If I Ain't Got You","R&B Love Collection 08","Alicia Keys",2003
"638587","SORZSTP12A8C133573","Be Aware","Syr Mahber - A SOJA Production","Bobby Lee",2006
"638588","SOSDBDE12A6D4F9CFB","Girl Next Door","Aijuswannasing","Musiq / Ayana",2001
"638589","SOTLDCX12AAF3B1356","We're Not Making Love No More","Master Peaces","Dru Hill",1997
"638590","SOYVFTH12A67020868","We Belong Together","We Belong Together","Mariah Carey / Jadakiss / Styles P",2005
"657011","SOBPHXV12A6D4F9FD0","Invitation To Understanding","Slowly Going The Way Of The Buffalo","MxPx",1998
"657012","SOEWHKY12A8C13E08C","II","Tabarly / B.O.F De Yann Tiersen","Yann Tiersen",0
"657013","SOGUFSP12A6702049A","Strani Amori","Laura Pausini","Laura Pausini",1994
"657014","SOHTKMO12AB01843B0","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Catch You Baby","Lonnie Gordon",0
"657015","SOJBFFO12A6D4F6D00","Stuck With You","Fore!","Huey Lewis And The News",1986
"657016","SOJVLSK12AB018DF92","Faith (Album Version)","The Vanishing Race","Air Supply",1993
"657017","SOLXTXN12AB018238A","Talk Me Out Of Tampa","III","Joe Nichols",2005
"657018","SONOZVC12A8C146161","I Heard It Through The Grapevine","Cosmo's Factory","Creedence Clearwater Revival",1970
"657019","SOPZFUV12A6D4F6001","De Weg","De Weg","Guus Meeuwis",2005
"657020","SOSNOSA12A67ADA05B","Woman","NME Presents Essential Bands 2006","Wolfmother",2004
"657021","SOSSMBC12A8C13BA04","Province","Province","TV On The Radio",2006
"657022","SOTFTTK12A8C12FC79","Sugar Sugar","Original Hits - Number 1s","The Archies",1969
"657023","SOTMAPQ12A8C13BAFD","The Cigar Song","Playlist: The Very Best of Brad Paisley","Brad Paisley",2003
"657024","SOTSJDX12AF72A9AFD","Alice","Almost Alice","Avril Lavigne",2010
"657025","SOTSJDX12AF72A9AFD","Alice","Alice","Avril Lavigne",2010
"657026","SOUAGPQ12A8AE47B3A","Crack Under Pressure","Stress related / Live and learn","Righteous Pigs",1998
"657027","SOUNJIO12AB0181339","Gears","Gears","Future Rock",0
"657028","SOXXACF12A6D4F953E","End","Awake","Secondhand Serenade",2007
"657029","SOYFMNU12AB0181435","ROCKSTAR 101","Rated R","Rihanna / Slash",2009
"676098","SOAKDHD12A6310F1AE","Face To Face (Cosmo VItelli Remix)","Daft Club","Daft Punk",2003
"676099","SOAMDXO12A8C131E2F","Pogo","Idealism","Digitalism",2007
"676100","SOAPIHX12AB0184CB1","Auto-Dub","Skream!","Skream",2006
"676101","SOAUXEN12A81C23960","Hilarious Movie Of The 90s","Pause","Four Tet",2001
"676102","SOAWFKO129F06933A7","Welcome Home (Sanitarium)","Master Of Puppets","Metallica",1986
"676103","SOAWSML12A6310F1B7","One More Time (Romanthony's Unplugged)","Daft Club","Daft Punk",2003
"676104","SOBADEB12AB018275F","Imma Be","THE E.N.D. (THE ENERGY NEVER DIES)","Black Eyed Peas",2009
"676105","SOBAUXH12A67ADD86C","Here It Goes Again","Oh No","Ok Go",2005
"676106","SOCPROP12A8C1336EE","Together Again (Jimmy Jam Deep Remix)","Together Again","Janet Jackson",1997
"676107","SOCPUMU12AB017C33A","Sonrisa","Best Of Intuition","Jonas Steur",2008
"676108","SODMKPS12AB017E5C8","The Sound of Goodbye","The Sound Of Goodbye","Armin van Buuren",2001
"676109","SODORHA12A6701E746","Timeless","Tech-Trance Essentials Part 2","Ron Van Den Beuken",2003
"676110","SODOWQF12A81C2371B","Hustler","Hustler","Simian Mobile Disco",2006
"676111","SODSESK12A81C2178C","Arcade Robot","Oi Oi oi","Boys Noize",2007
"676112","SODTWDK12A6D4FC564","Dance with a Devil","Trance Party Vol. 1","Filo + Peri",2005
"676113","SODZLWJ12AF729FB85","Hold The Ladder","One Ten Hundred Thousand Million","Octopus Project",2005
"676114","SOEHMKZ12A58A7DF45","Tuxedo Hat","One Ten Hundred Thousand Million","Octopus Project",2005
"676115","SOEHWGF12A6D4F8B2B","Hips Don't Lie (featuring Wyclef Jean)","Essential R&B Hit Selection","Shakira Featuring Wyclef Jean",0
"676116","SOEHWGF12A6D4F8B2B","Hips Don't Lie","Hitzone 38","Shakira ft. Wyclef Jean",2006
"676117","SOELGCG12AB0188C92","Reversing","There Is Love In You","Four Tet",2010
"676118","SOEWWIU12A8C141309","Hearts On Fire","Hearts Of Fire","Cut Copy",2007
"676119","SOFBPPT12A8AE49635","I'll Call Ya","Exclusive - The Forever Edition","Chris Brown",0
"676120","SOFRZBI12A8C145A85","North Sea Storm (Live)","The Avenger (Bonus Edition)","Amon Amarth",0
"676121","SOFXLEQ12AF729FA3E","Abrazame","Todo Cambio","Camila",2006
"676122","SOGJPMB12A8C13A9DB","Unforgettable Season","In Ghost Colours","Cut Copy",2008
"676123","SOGPMUO12A6D4F6D31","She's Good For Business","The Looks","MSTRKRFT",2006
"676124","SOGUBKQ12A8C135DEC","Choppers","LP","Holy Fuck",2007
"676125","SOGXGKK12AB0184CD6","Kut-Off","Skream!","Skream",2006
"676126","SOJTLUY12A58A7D1E3","Loba","She Wolf","Shakira",2009
"676127","SOKRDBG12A81C2179B","Superfresh","Oi Oi oi","Boys Noize",2007
"676128","SOLGWFD12B0B807B28","The Pulse","Idealism","Digitalism",2007
"676129","SOLQXDJ12AB0182E47","Yes","Party Rock","LMFAO",2008
"676130","SOMGKXK12A8C1430B3","Todo Cambio","Todo Cambio","Camila",0
"676131","SOMNABG12AB018C811","Lucky","Latin","Holy Fuck",2010
"676132","SOMNGJT12A8C13B5C6","Unfold (Eagles Ballroom Live Version)","Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom","Jason Mraz",0
"676133","SOMTTXF12A8C1428A9","Hustler","Attack Decay Sustain Release","Simian Mobile Disco",2006
"676134","SONJNEQ12A6D4F9EB6","Phantom","Phantom","Justice",0
"676135","SONMTMW12A58A7CEF8","More Than Everything","Trancemaster 5008","Gareth Emery",0
"676136","SONOCED12AB0187436","Clear Blue Water","Dave Pearce Trance Anthems 2009","OceanLab",0
"676137","SONQBUB12A6D4F8ED0","Angie (1993 Digital Remaster)","Jump Back - The Best Of The Rolling Stones_ '71-'93","The Rolling Stones",0
"676138","SONQBUB12A6D4F8ED0","Angie","Jump Back - The Best Of The Rolling Stones_ '71 - '93","The Rolling Stones",1973
"676139","SONQEYS12AF72AABC9","Mr. Jones","Films About Ghosts (The Best Of Counting Crows)","Counting Crows",1991
"676140","SONQSBF12AF72ABB86","Thrills","LCD Soundsystem","LCD Soundsystem",2005
"676141","SOOEJDW12A8C139EF1","Love All The Pain Away","Love All The Pain Away","Ronski Speed",2007
"676142","SOPLAHV12A8C13D110","DVNO","Justice","Justice",0
"676143","SOPMVRA12AB01872D6","The Cop","B-movie heroes","Sam Paglia",0
"676144","SOPRATO12A8C132851","Out At The Pictures","Made In The Dark","Hot Chip",2008
"676145","SOPSAEJ12A58A7DA0F","Besame","Dejarte De Amar","Camila",2010
"676146","SOPTLQL12AB018D56F","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","Billionaire [feat. Bruno Mars]","Travie McCoy",0
"676147","SOPTLTT12A58A7938D","& Down","Oi Oi oi REMIXED","Boys Noize",2007
"676148","SOQJLWB12A6701E7B3","Losing My Edge","LCD Soundsystem","LCD Soundsystem",2000
"676149","SOQLCEN12A8C13CFFC","Love Don't Let Me Go (Walking Away)","Pop Life","David Guetta - The Egg - Joachim Garraud - Chris Willis",2007
"676150","SOQMRTC12A8C13B091","Responsible Stu","One Ten Hundred Thousand Million","Octopus Project",2005
"676151","SOQPCVN12AF729FB85","Something About Us","Discovery","Daft Punk",2001
"676152","SOQQJLA12A8C141ADA","Thump","Trancemaster 6005","Simon Patterson",2009
"676153","SOQZYQH12A8AE468E5","Better To Reign In Hell","Damnation And A Day","Cradle Of Filth",2003
"676154","SORHWSI12A6310E1FF","Pain","Futures","Jimmy Eat World",2004
"676155","SOSCNTQ12B35058813","1983 (Daedelus's Odd-Dance Party Remix)","1983","Flying Lotus",2006
"676156","SOSJDQJ12A8C13D4A9","Fancy Footwork","Fancy Footwork","Chromeo",2007
"676157","SOSLEFC12A6D4FC740","Slan Le Maige","Heroes","Reel Feelings",0
"676158","SOTJDDY12AB017DC5B","I'm In Miami Bitch","Party Rock","LMFAO",2008
"676159","SOTLDCX12AAF3B1356","We're Not Making Love No More","Master Peaces","Dru Hill",1997
"676160","SOTZION12A6D4FB477","If I Never See Your Face Again","Good Girl Gone Bad: Reloaded","Maroon 5 / Rihanna",2007
"676161","SOVUGCB12A8C131B45","Hello","1983","Flying Lotus",2006
"676162","SOVVJEU12A8C133F33","Faxing Berlin","Random Album Title ","Deadmau5",2007
"676163","SOWFIFP12A8C13A9EE","Hearts On Fire","Hearts On Fire","Cut Copy",2007
"676164","SOWMGHQ12A6D4F914D","Work On You","Work On You","MSTRKRFT",2006
"676165","SOWPASM12A8C142B88","When I Grow Up","When I Grow Up","The Pussycat Dolls",2008
"676166","SOXCUHM12B0B8092BB","Safari","LP","Holy Fuck",2007
"676167","SOXDHVL12A6D4FBBE7","Nightly Journey","Nightly Journey","Dim Pees",0
"676168","SOXFPND12AB017C9D1","I Gotta Feeling","Todo Éxitos 2009","Black Eyed Peas",2009
"676169","SOXLSBV12AB018397A","We Are Your Friends (Reprise) (Album Version)","A Cross The Universe","Justice",0
"676170","SOZXEZV12A6D4F737F","Disco Infiltrator (FK's Infiltrated Vocal)","Introns","LCD Soundsystem",2005
"705928","SOAPBKQ12A8C13ABC0","Raise Up","Diary Of A Sinner: 1st Entry","Petey Pablo",2001
"705929","SOBMLKS12A6310FF60","How Come","How Come","D-12",2004
"705930","SOBYRVR12A6D4FAF83","I Know What You Want","It Ain't Safe No More. . .","Busta Rhymes and Mariah Carey featuring The Flipmode Squad",0
"705931","SOCEGXN12AB018174F","What Them Girls Like","Theater Of The Mind","Ludacris / Chris Brown / Sean Garrett",2008
"705932","SODCZEL12A6D4FBAF9","Bottle Poppin' (feat. Gorilla Zoe) (Explicit Album Version)","Hustlenomics","Yung Joc featuring Gorilla Zoe",2007
"705933","SODSNWX12AB0188537","No Said Date","Live","Masta Killa",2004
"705934","SODXRTY12AB0180F3B","Paper Gangsta","The Fame Monster","Lady GaGa",2008
"705935","SOEIPVS12A6D4FBB26","Chevy Smile (featuring Trick Daddy_ Block & Jazze Pha) (Amended Album Version)","Hustlenomics","Yung Joc feat Trick Daddy_ Block & Jazze Pha",2007
"705936","SOEKKIV12A6701D247","All For Love","The Best Of Me","Bryan Adams / Sting / Rod Stewart",1996
"705937","SOEYVHS12AB0181D31","Monster","The Fame Monster","Lady GaGa",2009
"705938","SOFJAJP12AB0181E62","Soft Shock","It's Blitz!","Yeah Yeah Yeahs",2009
"705939","SOFKABN12A8AE476C6","Just Dance","Just Dance","Lady GaGa / Colby O'Donis",2008
"705940","SOGDZSB12AB017CC29","Señorita","Justified","Justin Timberlake",2002
"705941","SOGQQST12A6701D95C","Dirt Off Your Shoulder","The Black Album","Jay-Z",2003
"705942","SOHOSAI12AF72A0373","Where My Money (I Need That)","Port Of Miami","Rick Ross",0
"705943","SOIPCPZ12A58A77243","Bagpipes From Baghdad","Relapse: Refill","Eminem",2009
"705944","SOJCRUY12A67ADA4C2","Fast Car (LP Version)","Tracy Chapman","Tracy Chapman",1988
"705945","SOJLWGO12A670201D0","Rollout (My Business)","Word Of Mouf","Ludacris",2002
"705946","SOJZZQW12A6702028B","Perfect (Album Version)","Perfect","Simple Plan",0
"705947","SOKOTYF12A8C13F2E7","Too Far Gone","The All-American Rejects","The All-American Rejects",2001
"705948","SOKOTYF12A8C13F2E7","Too Far Gone","The All American Rejects","The All-American Rejects",2001
"705949","SOKZGYC12A8C143DFE","Slang Blade","Masters Of The Universe","Binary Star",1999
"705950","SOKZZGT12A67ADA4C3","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","Kamikaze","Twista feat. Kayne West & Jamie Foxx",2004
"705951","SOOJJCT12A6310E1C0","Here Without You","Here Without You","3 Doors Down",2002
"705952","SOPOJVI12A58A7E706","Jam 4 U","Whut? The Album","Redman",1992
"705953","SOPXPPH12A6D4F9FB0","Ringing Bells","Made In Brooklyn","Masta Killa",2006
"705954","SOQGASJ12A58A76E18","Like Me (Amended Version)","Bred 2 Die Born 2 Live","Lil Scrappy",2006
"705955","SOQGXVR12B0B80C04E","Family Business","The College Dropout","Kanye West",2003
"705956","SOQGXVR12B0B80C04E","Family Business","The College Dropout","Kanye West",2003
"705957","SOSCIZP12AB0181D2F","Alejandro","The Fame Monster","Lady GaGa",2009
"705958","SOSHVEI12AF729AF6B","Boys Boys Boys","The Fame Monster","Lady GaGa",2008
"705959","SOTFOAE12A6D4F4511","Go To Sleep","Cradle 2 The Grave","Eminem / DMX / Obie Trice",2003
"705960","SOTHJVK12A8C143A03","I'm Illy (Explicit Album Version)","Paper Trail","T.I.",2008
"705961","SOUADAW12A8C135BEF","Old School Rules (Album Version)","The Mouse And The Mask","Danger Doom",2005
"705962","SOVBVZS12A6D4F8049","I'm Him [Explicit Album Version]","New Joc City","Yung Joc",2006
"705963","SOVFMSF12A6310D7E3","Ride Wit Me","Country Grammar","Nelly / City Spud",2001
"705964","SOVHFMK12A679AE565","Heaven","So Far So Good","Bryan Adams",1984
"705965","SOWWQPN12AB0182BC3","Tell Her No","The Original Studio Recordings","The Zombies",1965
"705966","SOXGQEM12AB0181D35","Speechless","The Fame Monster","Lady GaGa",2009
"705967","SOXKBTG12A6D4FA2AF","I'm A G (feat. Bun B & Young Dro) (Explicit Album Version)","Hustlenomics","Yung Joc featuring Bun B & Young Dro",2007
"705968","SOXPIGE12A58A7B612","Smoke Some Weed (edited version)","Laugh Now_ Cry Later","Ice Cube",0
"707184","SOAJHHJ12A6BD4E204","Bachelorette (Family Tree Version)","Homogenic","Bjork",1997
"707185","SOANSPC12A6702154A","Piggy","The Downward Spiral - Deluxe Edition","Nine Inch Nails",1994
"707186","SOANSPC12A6702154A","Piggy","The Downward Spiral","Nine Inch Nails",1994
"707187","SOBJDDA12A6BD53159","Long Black Road","Pubs_ Trucks & Plains","Slim Dusty",2007
"707188","SODNWZA12A8C134F6A","Bombtrack","Rage Against The Machine","Rage Against The Machine",1991
